Headline,Date,Content,scores,compound_scores
"Budget 2019 to focus on growing needs in education, healthcare, security and defence",Jan 20 2019,"SINGAPORE - The upcoming Budget will focus on Singapore's growing needs in education and healthcare, as well as on giving a boost to the country's security and its ability to defend itself, said Amelia Teng . Mr Heng, who will deliver the Budget statement on Feb 18, said another priority will be to help Singaporeans face significant changes taking place in the global economy and make use of opportunities,  . He was speaking to reporters on the sidelines of a community event in Tampines on Sunday (Jan 20) to spruce up the homes of low-income families. Ahead of Budget 2019, Mr Heng said: ""We've done well in providing healthcare and education. We'll continue to do that; the needs in those areas are growing. At the same time, the needs for better security and better ability to defend ourselves are also growing."" ""Budget will focus on these very key areas - in security, on taking care of social needs, especially in education, healthcare and, of course, in  ,"" he added. ""The needs are very large, whether it is building big-scale infrastructure projects, like our MRT lines or the airport, or especially our HDB flats, or whether it's taking care of our seniors, and in fact all Singaporeans,"" said Mr Heng. He also highlighted the importance of keeping Singapore's economy vibrant amid global uncertainties and rapid technological changes. ""We must take this opportunity to ride this wave of change and enable Singaporeans of all ages to do well in the coming years,"" he said. Mr Heng added that Singapore has to be ""very watchful about global developments"", when asked how the recent rejection of the  . Last Tuesday (Jan 15),  , which is scheduled to take place on March 29. Mr Heng cited developments such as the risk in the global economy, the new risk building up, be it Brexit or the protectionist movement growing around the world. He added: ""People's support for globalisation is weakening because there is a sense that globalisation has left some people behind. And unfortunately, some of the developments are negative, even for their own country, even for people who advocated a particular course of action, they're now regretting it."" Said Mr Heng: ""It just shows that when we make economic policies, we have to be very very thoughtful of the long-term implications, and that we cannot avoid doing the difficult things."" Singapore is on the right track by starting the process of restructuring its economy, he added. ""It's not easy; a lot of hard work goes into companies transforming themselves, a lot of hard work by workers to learn new skills. But it is the right thing to do and I hope that we can sustain the momentum.""","{'neg': 0.058, 'neu': 0.802, 'pos': 0.14, 'compound': 0.9882}",0.9882
"PUB, NEA investigating black discharge in Potong Pasir canal",Jan 20 2019,"SINGAPORE - The authorities are investigating a black discharge seen in a canal in Potong Pasir.Tee Zhuo Videos uploaded on the Nature Society (Singapore) Facebook page on Saturday morning (Jan 19), and shared with The Straits Times, show an inky black substance flowing into the canal, which then spreads and clouds the water rapidly. In response to ST's queries, PUB said it received a report of discharge in an outlet drain at Potong Pasir Avenue 1 at 10.20am on Saturday. ""PUB officers and contractors went down to investigate immediately,"" the national water agency said on Sunday, adding that the investigation was in progress. There was no discharge found at the site when the officers arrived, as it might have been diluted with water in the canal, PUB said. Samples were taken from the water in the canal, it said. ""Online water quality sensors and in-situ water quality readings showed that water quality is within the normal range. We will continue to closely monitor water quality over the next few days,"" a PUB spokesman said. The National Environment Agency said it was aware of the matter and is investigating. In the videos, a construction site and a Lian Beng Group crane can be seen immediately adjacent to the canal. ST understands that a condominium is being built at the site, and that the canal leads to the Kallang River. Mr Ted Ng, 34, who frequents the area to photograph wildlife, said he spotted the black liquid flowing into the canal twice - once at around 9.30am, and the second time between 10.30am and 11am. Several residents nearby had also whipped out their phones to take pictures and videos, added the administrator who works in the finance industry. Mr Ng told ST that he was concerned that birds, fish and otters in the area would be affected. His friend later alerted the authorities, he said. Veteran wildlife expert Subaraj Rajathurai said that the presence of a black discharge could mean oil or inner soil from the site.","{'neg': 0.011, 'neu': 0.96, 'pos': 0.029, 'compound': 0.6908}",0.6908
"About 1,000 volunteers come together to spring clean homes of needy Tampines residents",Jan 20 2019,"SINGAPORE - A thousand volunteers spent their Sunday (Jan 20) spring cleaning - not their own homes, but the homes of 95 families in Tampines.Amelia Teng Ahead of Chinese New Year, the volunteers rolled up their sleeves from 10am to 6pm to clean, paint walls, remove junk, and even replace furniture for the families, many of whom are seniors living alone or come from low-income households. The initiative, known as Project Refresh, is meant to encourage people of all ages to volunteer. It was started by Young NTUC, the youth wing of National Trade Union Congress, in 2016. Since then, it has been held about four times a year, before major festivals such as Chinese New Year, Hari Raya Aidilfitri, Deepavali and Christmas. Sunday's event - a joint effort by Young NTUC and North East Community Development Council - had the highest number of volunteers since the programme started. Taking part were students and teachers from schools, employees from corporate organisations, grassroots volunteers and Tampines residents. Receive e-mail newsletter on key announcements and how they affect you. By signing up, you agree to our   and  Project Refresh has also previously been held in the North East district in areas like Punggol and Hougang. Tampines resident Wong Cher Khoon, 65, who lives with his wife, said he appreciated the effort by volunteers to give the walls in his two-room flat a fresh coat of paint. ""I'm surprised and touched by the gesture, and it reminds me of the kampung days where we help each other,"" he said. The couple have five adult children. Mr Wong, who suffered a stroke five years ago and is wheelchair-bound, added: ""Some of our neighbours are old and staying alone so cleaning their homes is a great help for them too."" One of the volunteers, Mr Suhaimi Zainal Shah, who helped to coordinate the event, said: ""We decided to organise it near the festive period so it's like spring cleaning and we hope it brings the residents joy, especially if they're lonely."" The 29-year-old secondary school teacher also brought along 20 students from his school to help clean and declutter a few homes. Finance Minister Heng Swee Keat, who was the guest of honour at the event, said such initiatives are meaningful, as they help Singaporeans understand the needs of the community better, in the process of developing a more caring and inclusive society.","{'neg': 0.02, 'neu': 0.792, 'pos': 0.188, 'compound': 0.9976}",0.9976
10 must-reads for today,Jan 21 2019,"Blue skies in Beijing have become an increasingly common sight, but a new study by American and Chinese researchers has shown that China's progress in cleaning up its air might not be all it is made out to be, throwing up lessons for other cities battling smog. The upcoming Budget to be delivered on Feb 18 will focus on education, healthcare, security and defence, as Singapore's needs in these areas are growing. Finance Minister Heng Swee Keat said the Budget will also focus on transforming Singapore's economy.  Please   or   to continue reading the full article. Learn more about ","{'neg': 0.05, 'neu': 0.827, 'pos': 0.123, 'compound': 0.7876}",0.7876
"Tan Cheng Bock's new political party: Singaporeans must decide who can better serve them, says Heng Swee Keat",Jan 21 2019,"Finance Minister Heng Swee Keat said Singaporeans will need to decide who can better serve them, in response to Amelia Teng  return to politics. Dr Tan's move to form a political party is ""a development that is not totally unexpected"", Mr Heng said yesterday on the sidelines of a community event in Tampines. ""Singaporeans will have to decide on who can serve them better, and I will leave Singaporeans to make that judgment,"" he said. Mr Heng, the first assistant secretary-general of the ruling PAP, is the first PAP leader to weigh in on news of Dr Tan setting up a political party. Last Friday, Dr Tan, 78,  , which includes 11 other ""like-minded Singaporeans"", some of whom are former PAP cadres. The six-term MP, who retired from politics in 2006, lost narrowly to Dr Tony Tan Keng Yam in the 2011 Presidential Election. He resigned from the PAP that year. The next general election must be held by April 2021. , Law and Home Affairs Minister K. Shanmugam said he bumped into Dr Tan Cheng Bock on Saturday during his usual morning walkabout at Chong Pang hawker centre and the nearby coffee shops. WALKABOUT ENCOUNTER LAW AND HOME AFFAIRS MINISTER K. SHANMUGAM, who bumped into Dr Tan Cheng Bock at Chong Pang hawker centre. ""I told Dr Tan to come more often. I tell this to a lot (of) people - good for business in Chong Pang,"" he said, adding that he also took a photograph with Dr Tan. Dr Tan also posted on Facebook photographs from his breakfast in Chong Pang. In one of them, he was seen with former National Solidarity Party acting secretary-general Hazel Poa, who contested in the 2011 General Election.","{'neg': 0.019, 'neu': 0.916, 'pos': 0.065, 'compound': 0.926}",0.926
"1,000 lend a hand with spring cleaning in Tampines",Jan 21 2019,"A thousand volunteers spent yesterday spring cleaning - not their own homes, but 95 homes of residents in Tampines.Amelia Teng Ahead of Chinese New Year, the volunteers rolled up their sleeves and from 10am to 6pm helped to clean, paint walls, remove junk, or replace furniture for the residents, many of whom are seniors living alone or come from low-income households. It was part of an initiative called Project Refresh, which aims to encourage people of all ages to volunteer. The initiative was started by Young NTUC, the youth wing of the National Trades Union Congress, in 2016. Since then, it has been held about four times a year, before major festivals such as Chinese New Year, Hari Raya Aidilfitri, Deepavali and Christmas. Yesterday's event - a joint effort by Young NTUC and North East Community Development Council - had the highest number of volunteers since the programme started. Taking part were students and teachers, employees from corporate organisations, grassroots volunteers, as well as Tampines residents. Project Refresh has previously been held in North East District in areas such as Punggol and Hougang. Tampines resident Wong Cher Khoon, 65, who lives with his wife, said he appreciated the effort by the volunteers to give the walls in his two-room flat a fresh coat of paint. Receive e-mail newsletter on key announcements and how they affect you. By signing up, you agree to our   and  ""I'm surprised and touched by the gesture, and it reminds me of the kampung days when we helped one another,"" he said. The couple have five adult children. Mr Wong, who suffered a stroke five years ago and uses a wheelchair, added: ""Some of our neighbours are old and living alone, so cleaning their homes is a great help for them."" One of the volunteers, secondary school teacher Suhaimi Zainal Shah, 29, who helped to coordinate the event, said: ""We decided to organise it near the festive period... and we hope it brings the residents joy, especially if they're lonely.""","{'neg': 0.025, 'neu': 0.837, 'pos': 0.138, 'compound': 0.9919}",0.9919
Wall Street braces itself for tighter oversight of banks,Jan 21 2019,"WASHINGTON • Wall Street is bracing itself for a wave of intense scrutiny as a group of progressive Democrats, including social media star Alexandria Ocasio-Cortez, joined a powerful House of Representatives committee overseeing banking activities. ""It's a huge victory,"" said Ms Ocasio-Cortez,   and a self-described socialist - a word that shocks conservatives, who brandish it as a dire threat. ""I cannot stress how important this moment is. Dems are putting members who rejected corporate campaign money on a committee overseeing Wall St,"" she tweeted. Ms Ocasio-Cortez, often referred to by her initials AOC, will bring public attention to the ordinarily drab committee via her strong social media presence that includes 2.5 million followers on Twitter. Wall Street is trying to figure out the goals of the Democrats, now in charge of the House of Representatives which had, for the past eight years, been under the control of the Republicans. While the Senate remains in Republican hands and ready to block dramatic changes, Democratic control of the House promises at least to make life difficult for bankers, with tighter industry oversight and lengthy public hearings. The symbolism is already striking. The committee is headed by Mrs Maxine Waters, 80, a regular target of President Donald Trump's barbs and the first woman and first African-American to head the panel. Mrs Waters has warned the financial sector that the days of banking deregulation and lax oversight are over. In her first speech as committee chairman last Wednesday, she said the 2008 financial crisis ""was a result of Wall Street running amok, with abusive institutions peddling toxic products... with no agency responsible for prioritising consumer protection. Ultimately, the economy was sent tumbling into the abyss"". ""Our fear,"" a banking source told Agence France-Presse, ""is that she (Mrs Waters) will reinforce oversight of big banks."" The source expects to see ""more CEO hearings in Congress"" with the Democrats in charge. Half of the new committee members belong to the Progressive Caucus, the left wing of the Democratic Party. Several made a splash when they ran for office in last November's election. They include Ms Ayanna Pressley, the first African-American congresswoman from Massachusetts, and Ms Rashida Tlaib, the first Palestinian-American and one of the two first female Muslim lawmakers in Washington. The newcomers favour tighter banking oversight, but also promise to fight for easier access to credit, more industry diversity, and against housing discrimination. ""I'm looking forward to digging into the student loan crisis, examining for-profit prisons/ICE (Immigration and Customs Enforcement) detention, and exploring the development of public & postal banking. To start,"" Ms Ocasio-Cortez tweeted. ""Public banking"" are two words that send shivers down the spine of Wall Street. Nevertheless, ""Cortez won't set the agenda of the committee; Chairwoman Waters will"", a second banking source said. ""We have a lot of differences with her (Waters) but she's been in that committee for 30 years. We know her, she knows us,"" the source said. ""There are bipartisan issues we can work on."" The alliance of progressive Democrats extends into the Senate, where they can count on support from Ms Elizabeth Warren, who has announced her interest in running for president in 2020. Even though she is confined to the opposition, the 69-year-old senator can make bankers and government officials squirm with tough questions from her perch on the Senate finance committee. ""With Republicans in control of the Senate, Waters' best hope for the next two years is to keep financial issues in the limelight in the hope they influence the election next year,"" wrote FTN analyst Chris Low. Having Ms Ocasio-Cortez on the committee ""will bolster that goal"", he said.","{'neg': 0.057, 'neu': 0.864, 'pos': 0.079, 'compound': 0.9415}",0.9415
"Black discharge spotted in Potong Pasir canal, PUB investigating",Jan 21 2019,"The authorities are investigating a black discharge seen in a canal in Potong Pasir.Tee Zhuo Videos uploaded on the Nature Society (Singapore) Facebook page last Saturday morning, and shared with The Straits Times, show an inky black substance flowing into the canal, which then spreads and clouds the water rapidly. In response to ST's queries, national water agency PUB said it received a report of discharge in an outlet drain at Potong Pasir Avenue 1 at 10.20am on Saturday. ""PUB officers and contractors went down to investigate immediately,"" the national water agency said yesterday, adding that investigation was in progress. There was no discharge found at the site when the officers arrived as it might have been diluted with water in the canal, PUB said. ""Online water quality sensors and in-situ water quality readings showed that water quality is within the normal range. We will continue to closely monitor water quality over the next few days,"" a PUB spokesman said. The National Environment Agency (NEA) said it was aware of the matter and is investigating. In the videos, a construction site and a Lian Beng Group crane can be seen adjacent to the canal. ST understands that a condominium is being built at the site, and that the canal leads to the Kallang River. Mr Ted Ng, 34, who frequents the area to photograph wildlife, said he spotted the black liquid flowing into the canal twice, first at around 9.30am, and the second time between 10.30am and 11am. Several residents nearby had also whipped out their phones to take pictures and videos, added Mr Ng, an administrator who works in the finance industry. He said he was concerned that birds, fish and otters in the area would be affected. His friend later alerted the authorities, he said. Veteran wildlife expert Subaraj Rajathurai said the presence of a black discharge could mean oil or inner soil from the site.","{'neg': 0.012, 'neu': 0.958, 'pos': 0.03, 'compound': 0.6908}",0.6908
MMP Resources hires bank adviser to raise US$30m,Jan 21 2019,"SINGAPORE - MMP Resources has engaged a banking institution in Singapore as the firm's financing and capital markets adviser to raise some US$30 million (S$40.8 million), the construction company said in a regulatory filing on Monday (Jan 21). The banking institution was not named. Among other things, the adviser will provide assistance on certain transaction or transactions which have been announced, or are being contemplated by the company, MMP Resources said. As at Jan 21, the firm has not entered into any binding agreements in respect of potential transactions, including any fundraising activities. It added that it will make the necessary announcements where there are further material developments. In December last year, MMP Resources said that it would , which owns an operating gas field in Russia, from Lloyds Energy for $25 million. The JV company owns the Asia One gas field in Russia's north-west region, valued at $50 million by MMP-appointed independent valuer Gaffney, Cline & Associates.","{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.9186}",0.9186
"Stocks to watch: Frasers Centrepoint Trust, MMP Resources, Rich Capital, FSL Trust",Jan 21 2019,"SINGAPORE - The following companies saw new developments that may affect trading of their shares on Monday (Jan 21): Frasers Centrepoint Trust:  , the manager of Frasers Centrepoint Trust said on Monday morning. Dr Chew, now 61, has told the board that he plans to retire from his roles as CEO and executive director. He is due to reach the national minimum retirement age of 62 in 2019. His successor ""will be announced in due course"", Frasers Centrepoint Asset Management chairman Cheong Choong Kong said in a statement, citing ""an effective succession programme"" at the firm. Units in the trust closed down 0.9 per cent, or two cents to $2.24 apiece on Friday. : MMP Resources has engaged a banking institution in Singapore as the firm's financing and capital markets adviser , the construction company said in a regulatory filing on Monday. The banking institution was not named. Among other things, the adviser will provide assistance on certain transaction or transactions which have been announced, or are being contemplated by the company, MMP Resources said. Shares in MMP Resources closed flat at 0.6 cent apiece on Friday.  Fresh from unveiling plans to fund a $44 million interested person transaction by nearly doubling its share capital, Catalist-listed Rich Capital Holdings has now  The group was replying on Friday night to questions from the Singapore Exchange (SGX) over its plan to buy construction companies Rich-Link Construction and Rich-Link Builders. The vendor is Wang Zhen Wen, controlling shareholder and chairman of Rich Capital. The deal, announced on Jan 8, would see Rich Capital issue almost $35.2 million worth of new shares, or about 99.83 per cent of its existing share capital and 49.96 per cent of the enlarged share capital. Separately, the company has also seen its sixth director's resignation in a year, with the latest being that of independent non-executive director Chow Wen Kwan. In a regulatory filing on Jan 19, the resignation of Mr Chow as Rich Capital's independent non-executive director was announced. He was appointed slightly less than a year ago, on Jan 22. He was a member of the nominating, remuneration and audit committees of Rich Capital, formerly known as Infinio Group. The counter closed flat at 0.4 cent on Friday. : FSL Trust is ","{'neg': 0.011, 'neu': 0.826, 'pos': 0.163, 'compound': 0.9951}",0.9951
